Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Antibiotic Resistance","CARD","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.6439","IEG03_31390",,"AAO16462.1","uncultured bacterium","tetC","Tetracycline resistance, MFS efflux pump => Tet(A)",,"efflux pump conferring antibiotic resistance",,"tetracycline",,99,47,82,"6e-87"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5998","OQ293_11965",,"VFG002063","Pseudomonas aeruginosa PAO1","tssM","T6SS component TssM (IcmF/VasK)",,"Effector delivery system",,,,100,93,99,"0.0"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.2321","NDR77_01825",,"Q9HT68","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Methionine ABC transporter substrate-binding protein","the atp-binding cassette (abc) superfamily.","3.A.1.24.5",,,,100,100,100,"1e-143"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.6102","RBB72_29635",,"Q9I2M2","Pseudomonas aeruginosa",,"Type I secretion system, outer membrane component LapE","the atp-binding cassette (abc) superfamily.","3.A.1.109.4",,,"10984043",100,100,99,"1e-239"
"BLAT","Drug Target","DrugBank","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.588","RBB72_02860",,"Q9HYN5","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","lecB","Photopexin A","Beta-D-Glucose;Beta-D-Fructopyranose;N-acetyl-alpha-D-glucosamine","Drug target",,,,100,100,86,"1e-50"
"BLAT","Antibiotic Resistance","NDARO","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.4703","KB219_01815",,"WP_003082280.1","Pseudomonas",,"Fosfomycin resistance protein FosA","MULTISPECIES: FosA family fosfomycin resistance glutathione transferase","",,,,100,100,100,"9e-76"
"BLAT","Virulance factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.933","IEG03_04555",,"VFG001228","Pseudomonas aeruginosa PAO1",,"twitching motility protein PilJ",,"Adherence",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.5381","KB219_02330",,"WP_046053143.1","Pseudomonas fluorescens",,"FIG139976: hypothetical protein",,"9.B.237.1.3",,,,99,99,82,"1e-244"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.4139","NDR77_17135",,"W0WJ85","Pseudomonas aeruginosa MH38",,"Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2)","the atp-binding cassette (abc) superfamily.","3.A.1.5.39",,,,7,97,94,"7e-14"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.7004","RBB72_34035",,"W0WFC6","Pseudomonas aeruginosa MH38",,"Sodium/glycine symporter GlyP","the alanine or glycine:cation symporter (agcs) family.","2.A.25.1.9",,,,100,100,99,"1e-260"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.1931","NDR77_11360",,"2216",,"mexM","RND efflux system, membrane fusion protein","mexM","antibiotic efflux","phenicol","chloramphenicol;thiamphenicol",,100,100,99,"0"
"BLAT","Virulence Factor","VFDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.5694","ACFX5A_07250",,"VFG014486","Pseudomonas aeruginosa PAO1","fliL","Flagellar basal body-associated protein FliL",,"",,,,100,100,100,"7e-91"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.781","KB219_05305",,"P18275","Pseudomonas aeruginosa.","arcD","Arginine/ornithine antiporter ArcD",,"2.A.3.2.3",,,,100,100,100,"1e-277"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.7139","RBB72_34680",,"O33407","Pseudomonas aeruginosa","estA","Phospholipase/lecithinase/hemolysin","the autotransporter-1 (at-1) family.","1.B.12.5.9",,,"10559163;10984043",100,100,100,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.4276","IEG03_20910",,,,"MexPQ-OpmE","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexQ of MexPQ-OpmE system","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexQ of MexPQ-OpmE system","efflux pump conferring antibiotic resistance","Carbapenems, Phenicol antibiotics, Diaminopyrimidines, Acridine dye, Tetracyclines, Macrolides","acriflavin;chloramphenicol;erythromycin;imipenem;kitasamycin;rokitamycin;tetracycline;thiamphenicol;trimethoprim","16301811",,,,
"BLAT","Antibiotic Resistance","NDARO","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.4510","ERJ99_033355",,"WP_032491390.1","Gammaproteobacteria",,"Subclass B1 beta-lactamase (EC 3.5.2.6) => VIM family","MULTISPECIES: subclass B1 metallo-beta-lactamase VIM-5","",,,,100,100,100,"1e-150"
"K-mer Search","Antibiotic Resistance","PATRIC","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.3365","ERJ99_030425",,,,"OccK10/OpdN","Outer membrane low permeability porin, OprD family => OccK10/OpdN","Outer membrane low permeability porin, OprD family => OccK10/OpdN","protein modulating permeability to antibiotic","Multiple antibiotic resistance",,"22272184",,,,
"BLAT","Virulence Factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.877","NDR77_29125",,"VFG000133","Pseudomonas aeruginosa PAO1","algA","Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)",,"Antiphagocytosis,Serum resistance",,,,100,100,99,"1e-284"
"BLAT","Drug Target","DrugBank","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.4464","ACFX5B_26325",,"P72161","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","pbpG","Murein-DD-endopeptidase (EC 3.4.99.-)","Ceftazidime","Drug target",,,,100,100,99,"1e-173"
"BLAT","Metal Resistance","BacMet","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.3359","RBB72_16230",,"BAC0246","Pseudomonas aeruginosa strain ATCC 15692","mexW","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexW of MexVW-OprM system",,,,,,100,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.6683","KB219_19105",,"VFG015994","Pseudomonas aeruginosa PAO1","pvdN","Pyoverdin biosynthesis protein PvdN, putative aminotransferase, class V",,"",,,,100,100,99,"1e-251"
"K-mer Search","Antibiotic Resistance","PATRIC","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.3555","KB219_10080",,,,"MexPQ-OpmE","Multidrug efflux system, membrane fusion component => MexP of MexPQ-OpmE system","Multidrug efflux system, membrane fusion component => MexP of MexPQ-OpmE system","efflux pump conferring antibiotic resistance","Carbapenems, Phenicol antibiotics, Diaminopyrimidines, Acridine dye, Tetracyclines, Macrolides","acriflavin;chloramphenicol;erythromycin;imipenem;kitasamycin;rokitamycin;tetracycline;thiamphenicol;trimethoprim","16301811",,,,
"BLAT","Virulance factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.242","IEG03_01180",,"VFG001217","Pseudomonas aeruginosa PAO1","pilF","Type IV pilus biogenesis protein PilF",,"Adherence",,,,100,100,99,"1e-139"
"RGI: protein overexpression model","Antibiotic Resistance","CARD","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.3216","NDR77_14685",,"1670",,"nalC","Transcriptional regulator, AcrR family","nalC","antibiotic efflux","macrolide; fluoroquinolone; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline; peptide; aminocoumarin; diaminopyrimidine; sulfonamide; phenicol; penem","erythromycin;ciprofloxacin;tetracycline;ceftazidime;ceftriaxone;meropenem;novobiocin;azithromycin;trimethoprim;sulfamethoxazole;chloramphenicol;aztreonam;colistin A;colistin B;ampicillin;panipenem;trimethoprim-sulfamethoxazole",,100,100,100,"6.29786e-158"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.3598","NDR77_03060",,"O50181","Pseudomonas aeruginosa",,"Arginine/ornithine ABC transporter, substrate-binding protein AotJ","the atp-binding cassette (abc) superfamily.","3.A.1.3.11",,,"10984043;9286980;9791103",100,100,100,"1e-145"
"BLAT","Virulance factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.5177","IEG03_25300",,"VFG044083","Pseudomonas aeruginosa PAO1","ptxR","Transcriptional regulator PtxR, LysR family",,"Nutritional/Metabolic factor",,,,100,100,99,"1e-177"
"BLAT","Virulence Factor","VFDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.144","ACFX5C_08275",,"VFG001226","Pseudomonas aeruginosa PAO1","pilH","twitching motility protein PilH",,"Adherence,Twitching motility",,,,100,100,99,"3e-62"
"BLAT","Virulence Factor","Victors","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.817","ERJ99_022420",,"15595356","Pseudomonas aeruginosa PAO1","PA0158","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => TriC of TriABC-OpmH system",,"",,,"12023080",100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.1548","ACFX5A_00980",,"P28793","Pseudomonas fragi","fadB","Enoyl-CoA hydratase (EC 4.2.1.17) / Delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase (EC 5.3.3.8) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)","3,6,9,12,15-PENTAOXATRICOSAN-1-OL","Drug target",,,,100,100,86,"0.0"
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5107","ERJ99_011815",,"VFG013948","Pseudomonas aeruginosa PAO1",,"Type IV pilus biogenesis protein PilZ",,"Adherence",,,,100,100,100,"1e-63"
"BLAT","Transporter","TCDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5995","ERJ99_014110",,"G3XD29","Pseudomonas aeruginosa strain ATCC 15692",,"Na+/H+ antiporter, NhaP family",,"2.A.36.6.8",,,,100,100,99,"1e-237"
"BLAT","Virulence Factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.1533","RBB72_07510",,"VFG001267","Pseudomonas aeruginosa PAO1","pchH","ABC efflux pump, fused inner membrane and ATPase subunits in pyochelin gene cluster @ Putative ABC iron siderophore transporter, fused permease and ATPase domains",,"Iron uptake,Siderophore",,,,30,97,99,"2e-95"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.4697","NDR77_18435",,"VFG014655","Pseudomonas aeruginosa PAO1","flgM","Negative regulator of flagellin synthesis FlgM (anti-sigma28)",,"Motility",,,,100,100,100,"2e-53"
"K-mer Search","Antibiotic Resistance","PATRIC","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.2633","KB219_29925",,,,"OccD8/OpdJ","Outer membrane low permeability porin, OprD family => OccD8/OpdJ coexpressed with pyoverdine biosynthesis regulon","Outer membrane low permeability porin, OprD family => OccD8/OpdJ coexpressed with pyoverdine biosynthesis regulon","protein modulating permeability to antibiotic","Multiple antibiotic resistance",,,,,,
"BLAT","Virulence Factor","VFDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.2933","ACFX5B_20995",,"VFG000170","Pseudomonas aeruginosa PAO1","pchB","Isochorismate pyruvate-lyase (EC 4.2.99.21) [pyochelin] siderophore @ Isochorismate pyruvate-lyase (EC 4.2.99.21) of siderophore biosynthesis",,"Iron uptake,Siderophore",,,,100,100,99,"4e-52"
"K-mer Search","Antibiotic Resistance","PATRIC","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.4071","ACFX5A_23880",,,,"inhA, fabI","Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)","Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)","antibiotic target in susceptible species","Isoniazid, Ethionamide, Triclosan","isoniazid;ethionamide;triclosan","18193820;10869170;8284673",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.6990","KB219_03985",,,,"MexXY-OMP","Multidrug efflux system, membrane fusion component => MexX of of MexXY/AxyXY","Multidrug efflux system, membrane fusion component => MexX of of MexXY/AxyXY","efflux pump conferring antibiotic resistance","Penams, Carbapenems, Cephamycins, Cephalosporins, Aminoglycosides, Tetracyclines, Fluoroquinolones Quinolones Quinolines, Acridine dye, Phenicol antibiotics, Macrolides","acriflavin;amikacin;arbekacin;chloramphenicol;cefepime;ciprofloxacin;erythromycin;gentamicin C;meropenem;norfloxacin;ofloxacin;tetracycline;tobramycin","9925549",,,,
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.3356","KB219_31940",,"Q9HU33","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Uncharacterized membrane-anchored protein","the duf502 or cog2928 (duf502) family.","9.B.150.1.1",,,,100,100,100,"1e-128"
"BLAT","Virulance factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.4303","IEG03_21040",,"VFG000130","Pseudomonas aeruginosa PAO1",,"Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)",,"Biofilm",,,,100,100,99,"1e-310"
"BLAT","Virulence Factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.1330","ERJ99_024380",,"VFG000205","Pseudomonas aeruginosa PAO1","exsC","Unknown, probably involved in type III secretion",,"Secretion system,Type III secretion system",,,,100,100,100,"4e-77"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.5465","RBB72_26565",,"VFG041014","Pseudomonas aeruginosa PAO1","tssA","T6SS component TssA (ImpA)",,"Effector delivery system",,,,100,100,100,"1e-305"
"BLAT","Virulence Factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.1046","RBB72_05105",,"VFG001217","Pseudomonas aeruginosa PAO1","pilF","Type IV pilus biogenesis protein PilF",,"Adherence,Twitching motility",,,,100,100,99,"1e-139"
"BLAT","Antibiotic Resistance","CARD","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.6499","NDR77_24735",,"NP_252896.1","Pseudomonas aeruginosa PAO1","mexI","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexI of MexHI-OpmD system",,"efflux pump conferring antibiotic resistance",,"acriflavin;norfloxacin",,92,99,99,"0.0"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5603","OQ293_10155",,"P52002","Pseudomonas aeruginosa","mexB","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexB of MexAB-OprM","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.6",,,"10187844;10984043;15253424;7968531;8226684;8540696;9603892;9989496",100,100,100,"0.0"
"BLAT","Antibiotic Resistance","NDARO","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2195","RBB72_10695",,"WP_000415714.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrVC1","",,,,100,100,100,"1e-129"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.494",,,"VFG016058","Pseudomonas aeruginosa PAO1",,"Pyoverdine chromophore precursor synthetase PvdL @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",,"Nutritional/Metabolic factor",,,,52,98,99,"0.0"
"BLAT","Drug Target","DrugBank","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.1923","ACFX5C_15095",,"Q9I194","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","pvdQ","Acyl-homoserine lactone acylase PvdQ (EC 3.5.1.-), quorum-quenching","Lauric Acid","Drug target",,,,100,100,99,"0.0"
"BLAT","Drug Target","DrugBank","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.5318","KB219_02025",,"O30527","Pseudomonas aeruginosa","pcrV","Type III secretion cytoplasmic LcrG inhibitor (LcrV,secretion and targeting control protein, V antigen)","KB001","Drug target",,,,100,100,98,"1e-161"
"BLAT","Virulence Factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.6685","KB219_19115",,"VFG015973","Pseudomonas aeruginosa PAO1","pvdP","Pyoverdine biosynthesis related protein PvdP",,"",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.5734","NDR77_05695",,"V6ACX2","Pseudomonas aeruginosa MH27","opdQ","Outer membrane low permeability porin, OprD family => OccK6/OpdQ","the outer membrane porin (opr) family.","1.B.25.1.34",,,,100,100,99,"1e-248"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.3718","NDR77_15600",,"Q9I0V5","Pseudomonas aeruginosa","muxA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA","the resistance-nodulation-cell division (rnd) superfamily.","2.A.6.2.39",,,"10984043",100,100,99,"1e-239"
"BLAT","Transporter","TCDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.4333","ACFX5B_25690",,"W0WLZ1","Pseudomonas aeruginosa MH38",,"Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2)","the atp-binding cassette (abc) superfamily.","3.A.1.5.39",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.1413","ACFX5B_00160",,"W0WFC6","Pseudomonas aeruginosa MH38",,"Sodium/glycine symporter GlyP","the alanine or glycine:cation symporter (agcs) family.","2.A.25.1.9",,,,100,100,100,"1e-261"
"BLAT","Transporter","TCDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.4529","ACFX5C_25035",,"Q59646","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","norC","Nitric-oxide reductase subunit C (EC 1.7.99.7)","the proton-translocating cytochrome oxidase (cox) superfamily.","3.D.4.10.3",,,"10984043;7711073",100,100,99,"1e-82"
"K-mer Search","Antibiotic Resistance","PATRIC","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2608","RBB72_12690",,,,"OccK2/OpdF","Outer membrane low permeability porin, OprD family => OccK2/OpdF","Outer membrane low permeability porin, OprD family => OccK2/OpdF","protein modulating permeability to antibiotic","Multiple antibiotic resistance",,"22272184",,,,
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.1386","ERJ99_005720",,"VFG001240","Pseudomonas aeruginosa PAO1","flgG","Flagellar basal-body rod protein FlgG",,"Motility",,,,100,100,100,"1e-146"
"BLAT","Virulence Factor","Victors","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.4895","NDR77_35060",,"116050342","Pseudomonas aeruginosa UCBPP-PA14 ","PA14_33610","Pyoverdine sidechain non-ribosomal peptide synthetase PvdI @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",,"",,,"18591226",2,100,99,"1e-55"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5933","OQ293_11715",,"VFG001222","Pseudomonas aeruginosa PAO1","pilM","Type IV pilus biogenesis protein PilM",,"Adherence",,,,100,100,100,"1e-194"
"BLAT","Virulence Factor","Victors","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.6007","ERJ99_014170",,"15599071","Pseudomonas aeruginosa PAO1","narK2","Nitrate/nitrite transporter NarK/U",,"",,,"14641575",100,100,99,"1e-282"
