Isolate ID	Quality Module	Genotype	Predicted Phenotype	CGE Predicted Phenotype	Plasmid	Scheme	Sequence Type	Genome Length	N50 value	Number of Contigs Greater Than Or Equal To 300 bp	Quality Module Feedback
GCA_051448025.1_ASM5144802v1_genomic	Failed	aph(3')-IIb, blaOXA-50	kanamycin, ampicillin	Unknown Aminoglycoside, Amoxicillin, Ampicillin	None	paeruginosa	2420	6754444	6504133	6	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051448085.1_ASM5144808v1_genomic	Failed	aadA11, ant(3'')-Ia, aph(3'')-Ib, aph(3')-IIb, aph(3')-VIa, aph(6)-Id, ARR-3, blaOXA-10, blaOXA-486, blaPAO, catB7, CmlA7, CmlA9, fosA, mph(A), mph(E), msr(E), qnrVC1, rmtB, sul1, sul1, sul1, tet(G), tmexC3, tmexD2, TOprJ3	streptomycin, kanamycin, rifampicin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA7_1_JQ639792], unknown[CmlA9_1_JN406319], fosfomycin, erythromycin, azithromycin, ciprofloxacin I/R, amikacin, gentamicin, sulfisoxazole, tetracycline, unknown[tmexC3_1_LC633285], unknown[tmexD2_1_MN175502], unknown[TOprJ3_1_LC633285]	Spectinomycin, Streptomycin, Unknown Aminoglycoside, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butirosin, Gentamicin, Amikacin, Rifampicin, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Unknown Beta-lactam, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Erythromycin, Azithromycin, Spiramycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S, Ciprofloxacin, Tobramycin, Arbekacin, Sisomicin, Isepamicin, Sulfamethoxazole, Doxycycline, Tetracycline, Minocycline, Tigecycline	None	paeruginosa	234	7148710	6952310	5	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051448265.1_ASM5144826v1_genomic	Failed	aac(6')-Ib-Hangzhou, aac(6')-Ib-Hangzhou, aac(6')-Ib3, aph(3')-IIb, blaOXA-10, blaOXA-50, blaPAO, catB7, fosA, rmtF, sul1, sul1	gentamicin, amikacin, tobramycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin, streptomycin, sulfisoxazole	Amikacin, Tobramycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Gentamicin, Sulfamethoxazole	None	paeruginosa	664	7347347	3867473	4	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051448335.1_ASM5144833v1_genomic	Failed	aph(3')-IIb, blaOXA-486, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	274	6402588	1630101	8	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051448465.1_ASM5144846v1_genomic	Failed	aac(6')-Ib-Hangzhou, aac(6')-Ib-Hangzhou, aac(6')-Ib3, aph(3')-IIb, blaOXA-10, blaOXA-50, blaPAO, catB7, fosA, rmtF, sul1, sul1	gentamicin, amikacin, tobramycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin, streptomycin, sulfisoxazole	Amikacin, Tobramycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Gentamicin, Sulfamethoxazole	None	paeruginosa	664	7296129	2276117	6	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051448505.1_ASM5144850v1_genomic	Failed	aph(3')-IIb, blaOXA-486, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	rep21	paeruginosa	360	6548928	5895621	5	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051448515.1_ASM5144851v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	rep21	paeruginosa	4596	6360372	788331	17	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051448565.1_ASM5144856v1_genomic	Failed	aac(6')-Ib-Hangzhou, aac(6')-Ib-Hangzhou, aac(6')-Ib3, aph(3')-IIb, blaOXA-10, blaOXA-50, blaPAO, catB7, fosA, rmtF, sul1, sul1	gentamicin, amikacin, tobramycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin, streptomycin, sulfisoxazole	Amikacin, Tobramycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Gentamicin, Sulfamethoxazole	None	paeruginosa	664	7481334	1938092	6	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051450105.1_ASM5145010v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	381	6959280	6918058	2	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051450225.1_ASM5145022v1_genomic	Failed	aadA2, aph(3')-IIb, blaCTX-M-15, blaNDM-5, blaOXA-50, blaPAO, catB7, dfrA12, fosA, mph(A), qnrB1, sul1	streptomycin, kanamycin, ampicillin, ceftriaxone, amoxicillin/clavulanic acid, cefoxitin, meropenem, chloramphenicol, trimethoprim, fosfomycin, erythromycin, azithromycin, ciprofloxacin I/R, sulfisoxazole	Spectinomycin, Streptomycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefixime, Cefoxitin, Ertapenem, Imipenem, Meropenem, Piperacillin+Tazobactam, Temocillin, Chloramphenicol, Trimethoprim, Fosfomycin, Erythromycin, Azithromycin, Spiramycin, Telithromycin, Ciprofloxacin, Sulfamethoxazole	IncFIA(HI1), IncFII, IncR	paeruginosa	357	6574066	2467473	23	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051451125.1_ASM5145112v1_genomic	Failed	aph(3')-IIb, blaOXA-494, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	3755	6493907	5371930	3	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051451285.1_ASM5145128v1_genomic	Failed	aph(3')-IIb, blaOXA-494, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	3755	6441200	4737745	2	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051451425.1_ASM5145142v1_genomic	Failed	aph(3')-IIb, blaOXA-494, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	3755	6506010	3266172	2	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051451465.1_ASM5145146v1_genomic	Failed	aph(3')-IIb, blaOXA-494, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	569	6308638	6257167	2	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051451525.1_ASM5145152v1_genomic	Failed	aph(3')-IIb, blaOXA-494, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	3755	6471213	827759	13	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051451605.1_ASM5145160v1_genomic	Failed	aph(3')-IIb, blaOXA-494, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	3755	6554955	6477275	2	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051451645.1_ASM5145164v1_genomic	Failed	ant(6)-Ia, aph(3')-IIb, aph(3')-III, blaOXA-50, blaPAO, blaZ, catB7, erm(C), fosA, mph(C), msr(A)	streptomycin, kanamycin, amikacin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, erythromycin, azithromycin, fosfomycin	Streptomycin, Unknown Aminoglycoside, Kanamycin, Amikacin, Neomycin, Butirosin, Isepamicin, Lividomycin, Paromomycin, Ribostamycin, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Penicillin, Piperacillin, Chloramphenicol, Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S, Fosfomycin, Spiramycin, Telithromycin, Azithromycin	rep10, rep10, rep36, rep36	paeruginosa	1026	6385605	1530940	10	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051451865.1_ASM5145186v1_genomic	Failed	aph(3')-IIb, blaOXA-494, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	3755	6496666	4105543	3	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051451905.1_ASM5145190v1_genomic	Failed	aph(3')-IIb, blaOXA-494, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	3755	6486033	4296530	3	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051451925.1_ASM5145192v1_genomic	Failed	aph(3')-IIb, blaOXA-486, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	882	6312335	2043217	4	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051451945.1_ASM5145194v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	1116	6478958	1283034	7	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452025.1_ASM5145202v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	-	6737353	49042	223	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452085.1_ASM5145208v1_genomic	Failed	ant(2'')-Ia, aph(3'')-Ib, aph(3'')-Ib, aph(3'')-Ib, aph(3')-Ia, aph(3')-IIb, aph(6)-Id, aph(6)-Id, aph(6)-Id, blaNPS, blaOXA-395, blaPAO, dfrA1, fosA, qnrVC1, sul1, sul1	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, trimethoprim, fosfomycin, ciprofloxacin I/R, sulfisoxazole	Gentamicin, Tobramycin, Streptomycin, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Trimethoprim, Fosfomycin, Ciprofloxacin, Sulfamethoxazole	None	paeruginosa	815	7217221	1288176	10	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452125.1_ASM5145212v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, catB7, crpP, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin I/R, fosfomycin	Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin	None	paeruginosa	5329	6931309	1647875	6	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452145.1_ASM5145214v1_genomic	Failed	aph(3')-IIb, blaOXA-488, blaPAO, fosA, str, str	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, fosfomycin, streptomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Fosfomycin, Streptomycin	None	paeruginosa	1239	6358893	6311430	4	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452165.1_ASM5145216v1_genomic	Failed	aph(3'')-Ib, aph(3'')-Ib, aph(3')-IIb, aph(3')-VI, aph(3')-VIa, aph(6)-Id, aph(6)-Id, blaOXA-488, blaPAO, blaPME-1, catB7, CmlA9, fosA, qnrVC1, rmtD2, sul1, sul1, sul1, sul1, tet(G), tmexC3, tmexD2, TOprJ3	streptomycin, kanamycin, amikacin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, ciprofloxacin I/R, gentamicin, sulfisoxazole, tetracycline, unknown[tmexC3_1_LC633285], unknown[tmexD2_1_MN175502], unknown[TOprJ3_1_LC633285]	Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amikacin, Butirosin, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Cefotaxime, Cefoxitin, Aztreonam, Chloramphenicol, Fosfomycin, Ciprofloxacin, Tobramycin, Netilmicin, Sulfamethoxazole, Doxycycline, Tetracycline, Minocycline, Tigecycline	None	paeruginosa	-	7558604	658075	20	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452185.1_ASM5145218v1_genomic	Failed	aadA11, aph(3'')-Ib, aph(3'')-Ib, aph(3')-IIb, aph(3')-VIa, aph(6)-Id, blaDIM-1, blaNDM-1, blaOXA-395, blaPAO, dfrA5, ere(A), FloR, fosA, mph(A), mph(E), msr(E), qnrVC1, rmtB, sul1, sul1, sul1, sul1, tmexC3, tmexD2, TOprJ3	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, trimethoprim, erythromycin, unknown[FloR_4_CP136914], fosfomycin, azithromycin, ciprofloxacin I/R, amikacin, gentamicin, sulfisoxazole, unknown[tmexC3_1_LC633285], unknown[tmexD2_1_MN175502], unknown[TOprJ3_1_LC633285]	Spectinomycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Butirosin, Amikacin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Cefepime, Cefixime, Ceftazidime+Avibactam, Temocillin, Trimethoprim, Erythromycin, Chloramphenicol, Florphenicol, Fosfomycin, Azithromycin, Spiramycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S, Ciprofloxacin, Tobramycin, Arbekacin, Sisomicin, Isepamicin, Sulfamethoxazole, Doxycycline, Tetracycline, Minocycline, Tigecycline	None	paeruginosa	1203	7124029	2129872	4	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452285.1_ASM5145228v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	260	6468192	5127036	4	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452365.1_ASM5145236v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, crpP, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, ciprofloxacin I/R, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Ciprofloxacin, Fosfomycin	None	paeruginosa	299	6397805	717638	13	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452425.1_ASM5145242v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, erm(C), erm(C), fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, erythromycin, azithromycin, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S, Fosfomycin	rep10	paeruginosa	564	6248148	694352	15	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452525.1_ASM5145252v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	238	6987372	6617883	3	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452705.1_ASM5145270v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Fosfomycin	None	paeruginosa	2620	6463373	1657937	5	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452745.1_ASM5145274v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	564	6257063	3895896	4	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452825.1_ASM5145282v1_genomic	Failed	aph(3')-IIb, blaOXA-395, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	598	6292055	5153612	2	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452885.1_ASM5145288v1_genomic	Failed	aph(3')-IIb, blaOXA-396, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	663	6334141	623653	19	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051452905.1_ASM5145290v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	381	6772580	2437278	5	Genome length is not within the acceptable length range [4000000,6000000]
GCA_051453225.1_ASM5145322v1_genomic	Failed	aph(3')-IIb, blaOXA-488, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	308	7240762	6493794	5	Genome length is not within the acceptable length range [4000000,6000000]
